id;surtitre;titre
7372;GOMES E., ABRANTES P., BANOS A., FONTES I., ROCHA J. , 2015;Agent Based Model for agricultural areas in the metropolitan regions context
7373;LE BIGOT B., 2014;Le tour du monde en 365 jours, questionner l’institutionnalisation du backpacking
7374;LE BIGOT B., 2015;« Migrant » du temps-libre ? Discussion théorique et croisée autour de mobilités de longue durée et de loisir, des Nords vers les Suds
7375;LE BIGOT B., 2014;Les hivernants Européens au Maroc, une mobilité cyclique entre les deux rives de la Méditerranée
7376;LOPEZ P., 2015;Caminar en las zonas periféricas de la ZMVM: de la multimodalidad a la restricción
7377;LOPEZ P., 2015;Marcher dans les quartiers périhpériques de Mexico. Entre stratégies et restrictions
7378;BERROIR S., QUEVA C., 2015;Acteurs et projets d’aménagement dans les espaces de densité intermédiaire
7379;BERROIR S., DELAGE M., FLEURY A., FOL S.,GUÉROIS M, VALLEE J., VIANA E., 2014;Mobilité au quotidien et accès aux ressources locales dans les espaces périurbains
7380;CURA R., GRAVIER J., NAHASSIA L., 2014;Modéliser des systèmes complexes entre géographie, archéologie et informatique : réflexions de trois jeunes chercheurs
7381;GLENN N., FROHLICH K., VALLEE J., 2015;The ethical and pedagogical possibilities for phenomenological research on socio-spatial inequalities in health
7382;GRASLAND C., TOUREILLE E., 2015;La Méditerranée dans la division régionale du Monde
7383;HIRSCHHAUSEN B. von, 2014;Phantom borders: a heuristic metaphore
7384;HIRSCHHAUSEN B. von, GARRIDO C., HOCQUET M., 2015;Berlin par-delà les ruptures – Vivre, raconter et produire les matières de la ville
7385;HIRSCHHAUSEN B. von, HASLINGER P., BUCHEN T., WARDENGA U., 2014;Umbrüche und neue Raumordnungen: 1918, 1945, 1989
7386;KESTENS Y., CHAIX B., GAUVIN L., GERBER P., LORD S., PAYETTE H., RICHARD L., VALLEE J., 2015;Environments, Mobility, Social Networks, and Healthy Aging: A Cohort Study Involving Wearable Sensors
7387;LE GOIX R., QUEVA C., 2015;Un regard comparatif sur les concepts mobilisés pour penser les périphéries urbaines (Europe, Amérique du Nord) 
7388;LE NECHET F., RAIMBAULT J., 2015;Modeling the emergence of metropolitan transport autorithy in a polycentric urban region
7389;NAHASSIA L., 2014;Modéliser les dynamiques des fonctions intra?urbaines à Tours : construction d’un cadre théorique et méthodologique entre géographie et archéologie
7390;NAHASSIA L., 2015;Théoriser la notion de fonction urbaine pour modéliser la dynamique de la ville dans le temps long
7391;NAHASSIA L., 2015;Studying the long term dynamics of a city : a conceptual and methodological framework
7392;NAHASSIA L., 2015;Processus et temps long
7393;NAHASSIA L., 2015;Dynamique des fonctions intra-urbaines dans la longue durée. Application à la ville de Tours 
7394;PÉREZ INDAVEREA M.-A., VILA-VÁZQUEZ J.-I., 2014;Analysing a Spatial Pattern of Innovative and Brand Architecture in European Cities: Clustering and Diffusion of Media and Signature Projects ? 
7395;QUEVA C., 2014;Mobilités quotidiennes et construction métropolitaine en Allemagne : le rôle structurant de l’ancienne frontière interallemande 
7396;QUEVA C., 2015;Retours à l’Est : quelle durabilité pour les territoires à l’Est de l’Allemagne ? 
7397;QUEYROI F., BEAUGUITTE L., PECOUT H., 2015;RSS Flows, World Structure & Community detection
7398;TROUDE A., 2015;La Serbie : enjeux géopolitiques et approche régionale
7399;VALLEE J., FROHLICH K., SHARECK M., DATTA G., KESTENS Y., 2015;Do density of services and access to transportation relate to young adults’ mental health? Not equally for everyone
7400;VALLEE J., 2014;Comparer l'accès aux ressources locales de différents groupes sociaux dans l'agglomération parisienne: une démarche comparative soumise à la variabilité de l'objet quartier
7401;VALLEE J., LE ROUX G., KESTENS Y., CHAIX B., CHAUVIN P., 2014;The ‘constant size neighbourhood trap’ in accessibility studies
7402;ZDANOWSKA N., 2015;Intégration spatiale des systèmes de villes des pays d’Europe Centrale et Orientale par les réseaux d’entreprises, commerciaux et aériens depuis 1989
7403;ZDANOWSKA N., 2015;Systèmes de villes en Hongrie, Pologne et République tchèque et les réseaux d’entreprises depuis 1989
7404;ZDANOWSKA N., 2015;Evolution des systèmes de villes en Hongrie, Pologne, République tchèque et Roumanie depuis 1950
7405;ZDANOWSKA N., 2015;L’Européanisation des villes d’Europe centre-orientale par les réseaux d’entreprises et aériens depuis 1989
7406;GEORGEAULT L., JUNQUA G., BARLES S., 2015;Computational system based on GIS and MFA for environmental analysis of urban development
7407;AUGISEAU V., BARLES S., 2015;Construction material flows and stock assessment : the case study of Paris region
7408;THEBAULT E., BARLES S., 2015;Urban water infrastructures challenged by environmental issues: Paris (France), 1950-2010
7409;BARLES S., 2014;Le Grand Paris des services urbains : eau et assainissement dans l’entre-deux guerres, un changement d’échelle
7410;BARLES S., 2014;Urban metabolism and socio-ecological transitions/regimes: Paris, 18th-20th century
7411;DUPUY G., 2013;Les défis du Doctorat en urbanisme et aménagement
7412;DUPUY G., 2013;La dépendance automobile, hier, aujourd'hui, demain
7413;BESSE J.-M., 2015;New sight, old sites : editing Italy in the Civitates orbis terrarum 
7414;BESSE J.-M., 2013;Earth, wind and fire : Allegorical cartouches in 17th and 18th century cartography 
7415;DEPREST F., 2014;Jean Brunhes et l’enjeu colonial dans les régions arides: le géographe, l’oasis et la souveraineté (1894-1902)
7416;OLMEDO E., 2014;Des cartes pour représenter les affects ? Focus sur la fabrication des cartographies du sensible
7417;OLMEDO E., 2013;Maps of emotion : the production of spatial and emotional knowledge. An epistemological approach
7418;OLMEDO E., 2013;The representation of emotion through cartography
7419;OLMEDO E., 2013;Maps of emotion. The production of a spatial emotional approach through cartography
7420;ORAIN O., 2015;Emphasizing the role of labeling in sciences. Some thoughts about the uses of 'geographie politique', 'géopolitique', 'géographie du pouvoir', etc., in french geography (XXth Century)
7421;ROBIC M.-C., 2013;From the Sky to the Ground – The Aerial View and the Ideal of the Vue Raisonnée in Geography during the 1920s 
7422;ROSEMBERG M., 2015;Ecrivains des marges : une contribution à penser le lieu et le monde
7423;ROSEMBERG M.,  TROIN F., 2014;Contribution de la cartographie à l’analyse géolittéraire, proposition critique
7424;VERDIER N., 2015;Variations in spatial distributions: the letter post service, in France, since the early eighteenth century to the present
7425;VERDIER N., 2013;Aux limites de la carte : représenter le paysage au tournant des XVIIIe et XIXe siècle en France
7426;VERDIER N., 2013;Estate maps in 18th century France: between representation of land rights the production of accurate maps
7427;GONZALEZ J., BANOS A., DOURSAT R., 2014;All-door boarding improves service regularity in high frequency feeder bus line
7428;RAIMBAULT J., BANOS A., DOURSAT R., 2014;A hybrid network/grid model of urban morphogenesis and optimization
7429;GASTNER M.T., DUCRUET C., 2014;How heavy-tailed is the distribution of global cargo ship traffic ?
7430;FRANÇOIS J.-C., 2015;Les spécificités des espaces ruraux quant à la question de la mixité sociale à l'école: l'exemple du sud nivernais
7431;VIENNE F., DOUAY N., LE GOIX R., SEVERO M., 2014;Lieux et hauts lieux des densités intermédiaires: une analyse par les réseaux sociaux numériques 
7432;FINANCE O., 2014;Hiérarchie urbaine et ancrage territorial des firmes transnationales étrangères dans le système de villes français : une approche par les lois d’échelle
7433;GOMES E., ABRANTES P., ROCHA J., FONTES I., BOAVIDA-PORTUGAL I., 2014;Sistema de multi-agentes para a modelação do uso/ocupação do solo em áreas urbano-agrícolas: abordagem conceptual
7434;BOAVIDA-PORTUGAL I., FERREIRA C., ROCHA J, GOMES E., 2014;An agent-based approach to model tourist decision making behavior
7435;GOMES E., SOUSA C., CAPINHA C., ROCHA J., 2014;Reemergência de Malária em Portugal Continental – Análise espacial e modelação em SIG
7436;GRAVIER J., 2015;Recognizing Temporalities in Urban Units from a Functional Approach : Three Case Studies
7437;GAUMONT N., QUEYROI F., MAGNIEN C., LATAPY M., 2015;Expected Nodes: a quality function for the detection of link communities
7438;RAIMBAULT J., 2015;Models Coupling Urban Growth and Transportation Network Growth: An Algorithmic Systematic Review Approach
7439;RAIMBAULT J., BANOS A., DOURSAT R., 2014;A Hybrid Network/Grid Model of Urban Morphogenesis and Optimization
7440;RAIMBAULT J., 2015;User-Based Solutions for Increasing Level of Service in Bike-Sharing Transportation Systems
7441;SWERTS E., PUMAIN D. , 2015;Les tendances récentes de l'urbanisation en Chine dans une perspective de comparaison internationale)
7442;TROUDE A., 2015;Le village fou de Kusturica : un territoire de l'imaginaire
7443;HALLAIR G., 2015;Circulation of photographic plates between Jovan Cvijic and Emmanuel de Martonne 
7444;DEPREST F., 2014;Le Collège de France en situation coloniale ? Autour de quelques chaires (fin XIXe siècle – début XXe siècle)
7445;OLMEDO E., 2012;Cartographier les mondes sensibles
7446;VERDIER N., 2013;Passer par les évolutions d'un réseau technique pour comprendre les évolutions de l'espace : La poste aux chevaux en France au XVIIIe siècle
7447;BANOS A., CORSON N., GAUDOU B., LAPERRIERE V., REY S., 2014;Couplage de mode?les dynamiques micro-macro sur re?seau : application a la propagation des maladies
7448;BERROIR S., BRÈS A., DESJARDINS X., DOUAY N., FOL S., LE GOIX R., QUEVA C., 2015;Un regard comparatif sur les concepts pour penser les périphéries urbaines (Europe, Amérique du Nord) 
7449;LE GOIX R., 2014;Les transformations des marchés immobiliers résidentiels suburbains, en régime de production financiarisé
7450;LE GOIX R., 2012;Fragmentation et compacité des lotissements dans le post-suburbain en Californie du Sud
7451;PUMAIN D., 2015;Les villes, le changement climatique et l’intelligence territoriale
7452;LE BIGOT B., 2015;24h dans Kao San Road, figer pour « disséquer » le mouvement
7453;NAHASSIA L., 2013;Dynamique des fonctions intra-urbaines dans la longue durée, application à la ville de Tours 
7454;VIANA CERQUEIRA E., 2015;La reconfiguration sociale des franges périurbaines à Belo Horizonte
7455;OLMEDO E., 2014;La carte appartient-elle au géographe ? L’émergence des cartographies du sensible au prisme de la géographie
7456;OLMEDO E., ROUX J.-M., 2014;Penser et exprimer le sensible en cartographie
7457;OLMEDO E., 2013;Penser les marges en cartographie. La remise en cause du paradigme bertinien à travers l’émergence de la cartographie sensible
7458;RAIMBAULT J., 2015;Hybrid Modeling of a Bike-Sharing Transportation System
7459;RAIMBAULT J., GONZALEZ J., 2015;Application de la Morphogénèse de Réseaux Biologiques à la Conception Optimale d’Infrastructures de Transport
7461;ZANIN C., 2014;Challenging political cartographical representations
7462;ZANIN C., 2014;New Cartographic Language for ESPON, some opportunities ?
7463;AVELINE-DUBACH N., 2015;Furansu ni okeru akiya no taisaku (mesures face à la vacance résidentielle en France)
7464;AVELINE-DUBACH N., 2015;The dynamics of liquid capital in residential markets , REITs as a supplier of a new type of rental housing in Tokyo 
7465;BARLES S., 2015;La faim sortant du sillon et la maladie sortant du fleuve : les excretas urbains au XIXe siècle, entre pollution et valorisation
7466;BARLES S., 2015;Urban-rural relationships and the governance of territorial metabolism
7467;DEBRIE J., 2015;Paris: A Port City ?
7468;BESSE J.-M., 2015;Co-habiter : figures du voisinage
7469;BESSE J.-M., 2015;Early modern atlases : graphic forms and cognitive practices 
7470;BESSE J.-M., TIBERGHIEN G., 2015;Penser en commun le paysage
7471;BESSE J.-M., DEBARRE S., 2015;La cartographie française dans l’Empire ottoman au XIXe siècle : autour de la guerre de Crimée
7472;BESSE J.-M., 2014;Les théories contemporaines du paysage
7473;BESSE J.-M., 2014;Les grandeurs de la terre. Nouvelles questions sur l’histoire de la géographie moderne (16e-18e siècles)
7474;BESSE J.-M., 2014;Cosmographie et géographie au 16e siècle : mathématiques, histoire, religion 
7475;BESSE J.-M., 2014;Totalité et dispersion. L’atlas et les figures de la rationalité 
7476;BESSE J.-M., 2013;Espace et contexte 
7477;BESSE J.-M., ROMANO A., 2015;Le statut de la géographie dans la Bibliotheca Selecta d’Antonio Possevino
7478;ROSEMBERG M., 2014;Les marges d'Istanbul, Istanbul en marge
7479;BRETAGNOLLE A., 2015;Modeling Emergence and Evolution of City-systems
7480;BRETAGNOLLE A., FRANC A., 2014;Analysing the co-evolution of postal roads and cities in France (16th-19th centuries)
7481;DUCRUET C., 2015;World Seastems : mapping and analysing global maritime flows
7482;DUCRUET C., ROUSSIN S., LEE S.W., 2015;Spatial analysis of North Korea’s maritime networks since the mid-1980s
7483;DUCRUET C., CUYALA S., EL HOSNI A., 2015;The co-evolution of ports and cities : empirical analysis of vessel traffic and population worldwide distribution since the 1950s
7484;DUCRUET C., 2014;Port-city relationships in Europe and France : Trends, problems and policies
7485;DUCRUET C., 2014;The contemporary evolution of global maritime flows : new evidences on Mediterranean shipping and port city dynamics (1890-2010)
7486;DUCRUET C., 2014;The evolution of port cities : new evidences from the World Seastems project
7487;DUCRUET C., 2014;Network analysis in geography : an update
7488;DUCRUET C., 2014;The analysis of maritime networks
7489;LE GOIX R., 2015;Neighborhood change in suburban and ex-urban areas in the Paris metropolitan region
7490;LE GOIX R., 2013;Private Property, No Trespassing: A Comparative Perspective on Gated Communities in Paris and Los Angeles
7491;LE GOIX R., 2013;<em>Atlas de New York. Crises et renaissances d'une pionnière (2de édition)</em>
7492;HIRSCHHAUSEN B. von, 2015;Has the space a memory? Revisiting a old question
7493;HIRSCHHAUSEN B. von, 2014;Les ‘frontières fantômes’ : questionner les longues durées de l’espace centre- et est-européen
7494;HIRSCHHAUSEN B. von, 2014;Les frontières fantômes : étude empirique en Roumanie et essai d’interprétation
7495;HIRSCHHAUSEN B. von, KRAFT C., BALDAUF I., COSTA S., ECKERT A., 2015;Podiumsdiskussion : Vom Nützen der Areas in Zeiten der Globalisierung
7496;HIRSCHHAUSEN B. von, KRAFT C., MÜLLER D., SPRODOWSKI , 2015;Podiumsdiskussion : Wohin verschwinden die Grenzen?
7497;TROUDE A., 2015;La situation politique et les défis sociaux des Balkans occidentaux
7498;VILA-VÁZQUEZ J.-I., 2014;Políticas de Competitividade Urbana e o Caso de Bilbao
7499;VILA-VÁZQUEZ J.-I., 2014;Unha aproximación xeográfica á análise dos asentamentos de poboación en Galicia
7500;ZANIN C., 2015;Quels outils pour l’analyse régionale des territoires ?
7501;AVELINE-DUBACH N., 2015;<em>Vieillissement et déprise urbaine au Japon les nouveaux défis de l’aménagement. </em>
7502;FOL S., MIOT Y., VIGNAL C., 2014;<em>Mobilités résidentielles, territoires et politiques publiques</em>
7503;BESSE J.-M., 2015;<em>Les Carnets du paysage</em>
7504;BESSE J.-M., 2014;<em>Les Carnets du paysage</em>
7505;BESSE J.-M., 2013;<em>Les Carnets du paysage</em>
7506;BOYER G., CLERC P., ZANCARINI-FOURNEL M., 2013;<em>L’école aux colonies, les colonies à l’École</em>
7507;CLERC P., ROBIC M-C. (dir), 2015;<em>Des géographes hors-les-murs ? Itinéraires dans un monde en mouvement (1900-1940)</em>
7509;ORAIN O., 2015;<em>Les « années 68 » des sciences humaines et sociales</em>
7510;ROBERT S.,  VERDIER N. , 2015;<em>Dynamique et résiliences des réseaux routiers en Ile de France</em>
7511;BANOS A., LANG, C., MARILLEAU N. , 2015;<em>Simulation spatiale à base d'agents avec NetLogo 1. introduction et bases </em>
7512;BANOS A., LANG, C., MARILLEAU N. , 2015;<em>Agent-Based Spatial Simulation with NetLogo: Introduction and Bases </em>
7513;DUCRUET C., 2015;<em>Maritime networks. Spatial structures and time dynamics</em>
7514;CLERVAL A., FLEURY A., REBOTIER J., WEBER S. (dir.), 2015;<em>Espace et rapports de domination</em>
7515;BECKOUCHE P., GRASLAND C., GUERIN-PACE F., MOISSERON J.-Y. , 2012;<em>Fonder les sciences du territoire</em>
7516;CREMASCHI M., DELPIROU A., RIVIÈRE D., SALONE C. (Dir), 2015;<em>Métropoles et régions, entre concurrences et complémentarités, Regards croisés France-Italie</em>
7517;HIRSCHHAUSEN B. von, GRANDITS H, KRAFT C., MÜLLER D., SERRIER T. , 2015;<em>Phantomgrenzen - Räume und Akteure in der Zeit neu denken</em>
7518;MATTEI M.-F., PUMAIN D., 2015;<em>Données urbaines 7</em>
7519;SANDERS L., RUAS A. (dir.), 2015;<em>La modélisation des dynamiques spatiales</em>
7520;SCHMOLL C., THIOLLET H., WIHTOL DE WENDEN C., 2015;<em>Migrations en Méditerranée</em>
7521;SCHMOLL C., DIRENBERGER, L., 2014;<em>Le tournant spatial dans les études genre</em>
7522;ZANIN C., BORD J-P., BRONNER A.C., 2014;<em>Enseigner la sémiologie</em>
7523;SANTAMARIA F., 2015;<em>Les villes moyennes doivent être en mesure de s’organiser entre elles pour faire le poids</em>
7524;ORAIN O., 2015;<em>Mai 68 et l'évolution des sciences</em>
7525;REPELLIN P., DURET B., BARLES S. , 2014;<em>Comptabilité des flux de matières dans les régions et les départements. Guide méthodologique</em>
7526;BRES A., 2015;<em>Figures discrètes de l'urbain</em>
7528; BESSE J.-M., PALSKY G., 2014;<em>Le monde sur une feuille. Les tableaux comparatifs de montagnes et de fleuves dans les atlas du XIXe siècle </em>
7529;BESSE J.-M., 2014;<em>O gosto do mundo. Exercicios de paisagem</em>
7530;BESSE J.-M., 2013;<em>Habiter. Un monde à mon image</em>
7533;BOUCHERON P., FUMEY G., GRATALOUP C., 2014;<em>L’Atlas global </em>
7534;GRATALOUP C., 2015;<em>Introduction à la géohistoire</em>
7535;PALSKY G., BESSE J.-M., BAILLY J.-C., 2014;<em>Le monde sur une feuille : les tableaux comparatifs de montagnes et de fleuves dans les atlas du XIXe siècle</em>
7537;VERDIER N., 2015;<em>La carte avant les cartographes, l’avènement du régime cartographique en France au XVIIIe siècle</em>
7538;CATTAN N., LEROY S., 2013;<em>Atlas mondial des sexualités. Libertés, plaisirs et interdits</em>
7539;MATHIAN H., SANDERS L., 2014;<em>Objets géographiques et processus de changement. Approches spatio-temporelles</em>
7540;MATHIAN H., SANDERS L., 2014;<em>Geographical objects and process of change. Spatio-temporal approach</em>
7542;BARLES S., 2015;<em>Métabolisme urbain et résilience ?</em>
7543;BESSE J.-M., 2015;<em>Les cartes : objets plastiques et espaces de pensée</em>
7544;BESSE J.-M., 2015;La dimension politique du paysage : remarques épistémologiques
7545;BESSE J.-M., 2015;<em></em>
7546;BESSE J.-M., 2015;<em>Espace et psychologie</em>
7547;BESSE J.-M., 2015;<em>L'atlas et le modèle insulaire</em>
7548;BESSE J.-M., 2014;<em>Pratiques de documentation et composition d’atlas dans les sciences et les arts à l’époque moderne et contemporaine</em>
7549;BESSE J.-M., 2015;<em>Les Atlas dans les cultures scientifiques et artistiques modernes et contemporaines : représenter, organiser, conserver les connaissances et les objets</em>
7550;BESSE J.-M., 2013;<em>Paysage, conceptions et pratiques de l’espace au XVIe siècle</em>
7551;BESSE J.-M., 2013;<em>La cartographie : du dispositif de représentation au système d’opérations</em>
7552;BESSE J.-M., 2014;<em>L’atlas et les formes de la connaissance </em>
7553;BESSE J.-M., 2015;<em>Voyager, dessiner, éditer : Abraham Ortelius et Joris Hoefnagel en Italie (1571578)</em>
7554;BESSE J.-M., COUZINET M.-D., 2015;<em>Atlas et méditations cosmographiques chez Mercator</em>
7555;OLMEDO E., 2014;<em>Atelier Polytopie</em>
7556;OLMEDO E., 2013;<em>La promenade, objet artistique non-identifié ?</em>
7557;OLMEDO E., 2013;<em>Cartographie sensible à Marseille</em>
7558;OLMEDO E., 2012;<em>Cartographie sensible dans le quartier Victor Hugo</em>
7559;OLMEDO E., 2012;<em>L’approche spatiale du sensible à travers les cartes</em>
7560;ORAIN O., ROBIC M.-C., 2014;<em>Controverses en géographie. Perspectives d'histoire épistémologique</em>
7561;ORAIN O., 2014;<em>Le rôle du raisonnement graphique dans les modèles géographiques. Contribution à une épistémologie historique de la modélisation des spatialités humaines</em>
7562;ORAIN O., 2015;<em>Les 'années 68' des sciences humaines et sociales</em>
7563;ORAIN O., 2014;<em>Les conceptions de la science en géographie</em>
7564;ORAIN O., 2014;<em>Faire de la géographie, entre logique disciplinaire, exigences scientifiques, spécialisation et construction d'objet</em>
7565;PICHON M., 2014;<em>Espace vécu, perception, images : l’émergence d’un intérêt pour les représentations symboliques de l’espace dans la géographie française (années 1970-1980)</em>
7566;PICHON M., 2014;<em>Espace vécu, perceptions, cartes mentales : l’émergence d’un intérêt pour les représentations symboliques dans la géographie française (1966-1985)</em>
7567;ROSEMBERG M., 2015;<em>La littérature, un terrain pour la géographie ? </em>
7568;ROSEMBERG M., 2015;<em>Présence du géographique dans des œuvres  littéraires, présence du littéraire dans les écrits de géographes</em>
7569;ROSEMBERG M., 2014;<em>L’expérience d’une ville : Istanbul d’Orhan Pamuk à Nedim Gürsel</em>
7570;ROSEMBERG M., 2013;<em>Lecture géographique d’un roman policier</em>
7571;SIMON D., 2014;<em>En finir avec le genre de vie ? Une opposition épistémologique entre Pierre George et Max Sorre</em>
7572;VERDIER N., 2014;<em>Pierre Nora, les hauts lieux et la géographie</em>
7573;VERDIER N., 2014;<em>Souveraineté et territoire (XIXe – XXe siècles)</em>
7574;BRETAGNOLLE A., 2014;<em>City-systems and maritime transportation networks on the long-term period (13th-21th cent.)</em>
7575;DUCRUET C., 2015;<em>La vision d’un géographe sur les ports en 2030 en Europe et à travers le monde</em>
7576;DUCRUET C., 2015;<em>Régions, flux, réseaux. Cartographie des types de trajectoires portuaires à partir de données maritimes à l’échelle mondiale (1890-2008)</em>
7577;DUCRUET C., 2014;<em>Sur les quais des grands ports du monde : Shanghai, 1er port mondial ou 1er port chinois ?</em>
7578;FRANÇOIS J.-C., 2015;<em>La problématique mixité sociale à l’école </em>
7579;FRANÇOIS J.-C., 2015;<em>Le diabolique singe de Humboldt, ou de l’usage des modèles en géographie</em>
7580;BRETAGNOLLE A., GUEROIS M., MATHIAN H., PAVARD A., 2015;<em>Définir la ville en Europe: à chacun son concept ? Un état des lieux des bases de données </em>
7581;GIRAUD T.,GUÉROIS M., LAMBERT N., VIRY M., YSEBAERT R., 2015;<em>Filling the data gap in border regions : a typology of socio-economic dissimilarities on EU borders</em>
7582;LE GOIX R., 2015;<em>Dynamiques des marchés immobiliers résidentiels suburbains en régime de production financiarisé</em>
7583;LE GOIX R., 2014;<em>Sports et métropoles / sports en métropoles</em>
7584;LE GOIX R., 2014;<em>SimCity / Desperate Housewives / GTA / Les experts. L’image de la ville américaine à travers la production culturelle de masse.</em>
7585;LE GOIX R., 2014;<em>Dynamiques des marchés immobiliers résidentiels suburbains en régime de production financiarisé</em>
7586;LE GOIX R., 2014;<em>Bulletin de l'Association des Géographes Français</em>
7587;DI MÉO G., FOURAULT-CAUËT V., QUEVA C., 2014;<em>Une rencontre avec Michel Lussault : L’Avènement du Monde. Essai sur l’habitation humaine de la Terre </em>
7588;DI MÉO G., QUEVA C., 2014;<em>Une rencontre avec Philippe Bachimon, auteur de Vacance des lieux </em>
7589;HIRSCHHAUSEN B. von, 2015;<em>Des régions historiques au ‘frontières fantômes’ : comment penser les géographies de l’Europe médiane dans la durée</em>
7590;HIRSCHHAUSEN B. von, 2014;<em>Koselleck au secours des ‘frontières fantômes’ réinterroger l’énigme des mémoires spatiales</em>
7591;LAZZAROTTI O., FOURAULT-CAUËT V., QUEVA C., 2015;Une rencontre avec Augustin Berque, auteur de La mésologie, pour quoi faire ?
7592;TROUDE A., 2015;<em>La politique interventionniste des Etats-Unis en Serbie</em>
7593;BARLES S., 2015;Les déchets urbains, une invention récente
7594;BARLES S., 2015;Sobriété et sûreté urbaines : une approche historique
7595;PUMAIN D., ROBIC M.-C., RÖSSLER M., 2013;Géographes : de l'exception à l'innovation
7596;DUCRUET C., 2014;Les ports de l’hexagone vont-ils rester en rade ?
7597;LOPEZ P., 2015;El Oriente de la Ciudad de México: uno de los olvidados
7598;LOPEZ P., 2015;Chimalhuacán y la oportunidad del Guerrero Chimalli
7599;LOPEZ P., 2015;Del comercio informal y los espacios públicos
7600;LOPEZ P., 2015;Ciudad Satélite: la trampa del sueño en los suburbios
7601;LOPEZ P., 2014;La gentrificación de la movilidad
7602;RIVIÈRE D., 2015;La résilience de l’État italien face à la crise
7603;BOGNON S., BARLES S., BILLEN G., GARNIER J. , 2015;<em>Programme PIREN-Seine, rapport de fin de phase 6 (2001-2014)</em>
7604;BARLES S. (dir.), 2014;<em>Écologie territoriale littorale et montagnarde, approche expérimentale en Presqu’île de Guérande (Loire-Atlantique) et dans les VALLEEs des Gaves (Hautes-Pyrénées). Rapport de recherche pour le compte du ministère de l’Écologie.</em>
7605;BERROIR S., DESJARDINS X., FLEURY A., QUEVA C. (dir.), BRES A., BRETAGNOLLE A., DELAGE M., DOUAY N., FOL S.,GUÉROIS M., LE GOIX R., MAULAT J., PERSYN N., RAAD L., VALLEE J. , 2015;<em>Lieux et hauts-lieux des densités intermédiaires</em>
7606;OLMEDO E. (ed.), MALEK S., HERAULT O., 2014;<em>Plans de ville. Rapport d'expertise pour la Direction de la voierie et des déplacements</em>
7607;BRETAGNOLLE A., FRANC A., 2015;<em>La transition urbaine des 18ème et 19ème siècles en France</em>
7608;GUÉROIS M., BRETAGNOLLE A., MATHIAN H., PAVARD A., 2014;<em>Functional Urban Areas and European harmonization : a feasibility study from a comparison between two approches (commuting flow and accessibility isochrones)</em>
7609;BRETAGNOLLE A.,GUÉROIS M., MATHIAN H., PAVARD A., 2014;<em>UMZ : a data base now operational for urban studies (M4D improvements)</em>
7610;BRETAGNOLLE A.,GUÉROIS M., MATHIAN H., PAVARD A., 2014;<em>European Neighbouring cities</em>
7611; BERROIR S., CATTAN N.,GUÉROIS M., PAULUS F., VACCHIANI-MARCUZZO C., 2013;<em>Les systèmes urbains français</em>
7612;DUCRUET C., ITOH H., MERK O., 2014;<em>Time efficiency at world container ports</em>
7614;FEREDJ A., GIRAUD T., GRASLAND C.,GUÉROIS M., LOUVET R., MADELIN M., MICHEL Y., YSEBAERT R., 2014;<em>Etude de faisabilité d'une observation pérenne des espaces transfrontaliers</em>
7615;DESJARDINS X., BERROIR S., QUEVA C., FLEURY A., 2013;<em>Lieux et hauts lieux des densités intermédiaires</em>
7616;DUVAL P.P., GETTON F., PUMAIN D., 2014;<em>Mobilité et Systèmes urbains durables</em>
7617;PUMAIN D., DARDELLE F., 2013;<em>L’évaluation de la Recherche et de l’Enseignement Supérieur. </em>
7618;SANDERS L., 2015;<em>TransMonDyn : Modéliser les grandes transitions de l'évolution du peuplement dans l'Ancien et le Nouveau Monde: contraintes environnementales, interactions spatiales et innovations sociales dans la dynamique multi-échelles de systèmes complexes</em>
7619;ALBECKER M.-F., 2014;<em>Recycler les premie?res couronnes des villes globales : politiques d’ame?nagement urbain et restructurations des banlieues industrielles de Paris et New York </em>
7620;SANTAMARIA F., 2015;<em>L'Union europénne et l'aménagement de son espace</em>
7621;OLMEDO E., 2015;<em>Cartographie sensible. Tracer une géographie du vécu par la recherche-création.</em>
7622;LE GOIX R., 2013;<em>Sur le front. Pour une approche géographique du front d'urbanisation: lotissements, voisinages, trajectoires (vol. 1)</em>
7670;KOSMOPOULOS C., 2016;Cybergeo : Revue européenne de géographie. Une success story de l'accès ouvert
7714;KOSMOPOULOS C., Le Hay Viviane, 2016;<em>Présentation de VariSHS (Valorisation des ingénieurs en SHS)</em>
7713;KOSMOPOULOS C., Pumain D., 2016;<em>Edition et Recherche, vingt ans d'anticipation</em>
7715;KOSMOPOULOS C., 2016;<em>Cybergeo, vingt ans d'engagement dans l'accès ouvert</em>
7719;CLERC P. (dir), 2012;<em>Géographies. Epistémologie et histoire des savoirs sur l’espace</em>
7720;PRÉVÉLAKIS G., 2012;Athens: from Urban Planning to Urban Geopolitics
7721;PRÉVÉLAKIS G., 2012;Le piège géopolitique de la crise grecque
7722;PRÉVÉLAKIS G., 2012;Der Griechische Knoten
7723;AVELINE-DUBACH N. (dir), 2013;<em>La place des morts dans les mégalopoles d’Asie orientale</em>
7724;AVELINE-DUBACH N., 2013;Nihon no sôsôbijinesu to shisha no kûkan, Yoroppajin no me kara mite » (le business des funérailles et les espaces mortuaires au Japon, un point du vue d’observateur européen)
7725;AVELINE-DUBACH N., 2013;Finance Capital Launches an Assault on Real Estate
7726;AVELINE-DUBACH N., 2013;The diverse patterns of REIT investment in Asia, a comparison between Hong Kong and Tokyo 
