id;titre;auteurs;year;typepubli;equipe;thematic;axe
7410;Urban metabolism and socio-ecological transitions/regimes: Paris, 18th-20th century;BARLESS;2014;communication;CRIA;;4c_reversibilite_proximite
7411;Les défis du Doctorat en urbanisme et aménagement;DUPUYG;2013;communication;CRIA;;5_image_espace
7412;La dépendance automobile, hier, aujourd'hui, demain;DUPUYG;2013;communication;CRIA;;5_image_espace
7413;New sight, old sites : editing Italy in the Civitates orbis terrarum ;BESSEJ-M;2015;communication;EHGO;;6b_ecriture_geo
7414;Earth, wind and fire : Allegorical cartouches in 17th and 18th century cartography ;BESSEJ-M;2013;communication;EHGO;;6_geo_pratiques
7415;Jean Brunhes et l’enjeu colonial dans les régions arides: le géographe, l’oasis et la souveraineté (1894-1902);DEPRESTF;2014;communication;EHGO;;5b_savoir_espace_situation
7416;Des cartes pour représenter les affects ? Focus sur la fabrication des cartographies du sensible;OLMEDOE;2014;communication;EHGO;;6b_ecriture_geo
7417;Maps of emotion : the production of spatial and emotional knowledge. An epistemological approach;OLMEDOE;2013;communication;EHGO;;6_geo_pratiques
7418;The representation of emotion through cartography;OLMEDOE;2013;communication;EHGO;;6_geo_pratiques
7419;Maps of emotion. The production of a spatial emotional approach through cartography;OLMEDOE;2013;communication;EHGO;;6_geo_pratiques
7420;Emphasizing the role of labeling in sciences. Some thoughts about the uses of 'geographie politique', 'géopolitique', 'géographie du pouvoir', etc., in french geography (XXth Century);ORAINO;2015;communication;EHGO;;6b_ecriture_geo
7421;From the Sky to the Ground – The Aerial View and the Ideal of the Vue Raisonnée in Geography during the 1920s ;ROBICM-C;2013;proceedings;EHGO;;6_geo_pratiques
7422;Ecrivains des marges : une contribution à penser le lieu et le monde;ROSEMBERGM;2015;communication;EHGO;;6b_ecriture_geo
7423;Contribution de la cartographie à l’analyse géolittéraire, proposition critique;ROSEMBERGM,TROINF;2014;communication;EHGO;;6b_ecriture_geo
7424;Variations in spatial distributions: the letter post service, in France, since the early eighteenth century to the present;VERDIERN;2015;communication;EHGO;;5b_savoir_espace_situation
7425;Aux limites de la carte : représenter le paysage au tournant des XVIIIe et XIXe siècle en France;VERDIERN;2013;communication;EHGO;;hors_axe
7426;Estate maps in 18th century France: between representation of land rights the production of accurate maps;VERDIERN;2013;communication;EHGO;;hors_axe
7427;All-door boarding improves service regularity in high frequency feeder bus line;GONZALEZJ,BANOSA,DOURSATR;2014;communication;PARIS;;3b_explo_modelisation
7428;A hybrid network/grid model of urban morphogenesis and optimization;RAIMBAULTJ,BANOSA,DOURSATR;2014;communication;PARIS;;3b_explo_modelisation
7429;How heavy-tailed is the distribution of global cargo ship traffic ?;GASTNERMT,DUCRUETC;2014;communication;PARIS;;2b_systemes_villes
7430;Les spécificités des espaces ruraux quant à la question de la mixité sociale à l'école: l'exemple du sud nivernais;FRANÇOISJ-C;2015;communication;PARIS;;1b_territ_metro
7431;Lieux et hauts lieux des densités intermédiaires: une analyse par les réseaux sociaux numériques ;VIENNEF,DOUAYN,LEGOIXR,SEVEROM;2014;communication;PARIS;;1b_territ_metro,4c_reversibilite_proximite
7432;Hiérarchie urbaine et ancrage territorial des firmes transnationales étrangères dans le système de villes français : une approche par les lois d’échelle;FINANCEO;2014;communication;PARIS;;2b_systemes_villes
7433;Sistema de multi-agentes para a modelação do uso/ocupação do solo em áreas urbano-agrícolas: abordagem conceptual;GOMESE,ABRANTESP,ROCHAJ,FONTESI,BOAVIDA-PORTUGALI;2014;communication;PARIS;;3b_explo_modelisation
7434;An agent-based approach to model tourist decision making behavior;BOAVIDA-PORTUGALI,FERREIRAC,ROCHAJ,GOMESE;2014;communication;PARIS;;3b_explo_modelisation
7435;Reemergência de Malária em Portugal Continental – Análise espacial e modelação em SIG;GOMESE,SOUSAC,CAPINHAC,ROCHAJ;2014;proceedings;PARIS;;3b_explo_modelisation
7436;Recognizing Temporalities in Urban Units from a Functional Approach : Three Case Studies;GRAVIERJ;2015;proceedings;PARIS;;3b_explo_modelisation
7437;Expected Nodes: a quality function for the detection of link communities;GAUMONTN,QUEYROIF,MAGNIENC,LATAPYM;2015;proceedings;PARIS;;3b_explo_modelisation
7438;Models Coupling Urban Growth and Transportation Network Growth: An Algorithmic Systematic Review Approach;RAIMBAULTJ;2015;proceedings;PARIS;;3b_explo_modelisation
7439;A Hybrid Network/Grid Model of Urban Morphogenesis and Optimization;RAIMBAULTJ,BANOSA,DOURSATR;2014;proceedings;PARIS;;3b_explo_modelisation
7440;User-Based Solutions for Increasing Level of Service in Bike-Sharing Transportation Systems;RAIMBAULTJ;2015;proceedings;PARIS;;3b_explo_modelisation
7441;Les tendances récentes de l'urbanisation en Chine dans une perspective de comparaison internationale);SWERTSE,PUMAIND;2015;communication;PARIS;;2b_systemes_villes
7442;Le village fou de Kusturica : un territoire de l'imaginaire;TROUDEA;2015;communication;PARIS;;4b_union_europeenne
7443;Circulation of photographic plates between Jovan Cvijic and Emmanuel de Martonne ;HALLAIRG;2015;communication;EHGO;;6b_ecriture_geo
7444;Le Collège de France en situation coloniale ? Autour de quelques chaires (fin XIXe siècle – début XXe siècle);DEPRESTF;2014;communication;EHGO;;5b_savoir_espace_situation
7445;Cartographier les mondes sensibles;OLMEDOE;2012;communication;EHGO;;6_geo_pratiques
7446;Passer par les évolutions d'un réseau technique pour comprendre les évolutions de l'espace : La poste aux chevaux en France au XVIIIe siècle;VERDIERN;2013;communication;EHGO;;hors_axe
7447;Couplage de mode?les dynamiques micro-macro sur re?seau : application a la propagation des maladies;BANOSA,CORSONN,GAUDOUB,LAPERRIEREV,REYS;2014;communication;PARIS;;3b_explo_modelisation
7448;Un regard comparatif sur les concepts pour penser les périphéries urbaines (Europe, Amérique du Nord) ;BERROIRS,BRÈSA,DESJARDINSX,DOUAYN,FOLS,LEGOIXR,QUEVAC;2015;communication;PARIS;;1b_territ_metro,4c_reversibilite_proximite
7449;Les transformations des marchés immobiliers résidentiels suburbains, en régime de production financiarisé;LEGOIXR;2014;communication;PARIS;;1b_territ_metro
7450;Fragmentation et compacité des lotissements dans le post-suburbain en Californie du Sud;LEGOIXR;2012;actes_congres_national;PARIS;;1_recompo_territoire_metro
7451;Les villes, le changement climatique et l’intelligence territoriale;PUMAIND;2015;actes_congres_national;PARIS;;2b_systemes_villes
7452;24h dans Kao San Road, figer pour « disséquer » le mouvement;LEBIGOTB;2015;poster;PARIS;;4c_reversibilite_proximite
7453;Dynamique des fonctions intra-urbaines dans la longue durée, application à la ville de Tours ;NAHASSIAL;2013;poster;PARIS;;3_nouvelle_modelisation
7454;La reconfiguration sociale des franges périurbaines à Belo Horizonte;VIANACERQUEIRAE;2015;poster;PARIS;;1b_territ_metro
7455;La carte appartient-elle au géographe ? L’émergence des cartographies du sensible au prisme de la géographie;OLMEDOE;2014;poster;EHGO;;6b_ecriture_geo
7456;Penser et exprimer le sensible en cartographie;OLMEDOE,ROUXJ-M;2014;poster;EHGO;;6b_ecriture_geo
7457;Penser les marges en cartographie. La remise en cause du paradigme bertinien à travers l’émergence de la cartographie sensible;OLMEDOE;2013;poster;EHGO;;6_geo_pratiques
7458;Hybrid Modeling of a Bike-Sharing Transportation System;RAIMBAULTJ;2015;poster;PARIS;;3b_explo_modelisation
7459;Application de la Morphogénèse de Réseaux Biologiques à la Conception Optimale d’Infrastructures de Transport;RAIMBAULTJ,GONZALEZJ;2015;poster;PARIS;;3b_explo_modelisation
7461;Challenging political cartographical representations;ZANINC;2014;communication;PARIS;;2b_systemes_villes,6b_ecriture_geo
7462;New Cartographic Language for ESPON, some opportunities ?;ZANINC;2014;communication;PARIS;;2b_systemes_villes,6b_ecriture_geo
7463;Furansu ni okeru akiya no taisaku (mesures face à la vacance résidentielle en France);AVELINE-DUBACHN;2015;conf_invite;CRIA;;hors_axe
7464;The dynamics of liquid capital in residential markets , REITs as a supplier of a new type of rental housing in Tokyo ;AVELINE-DUBACHN;2015;conf_invite;CRIA;;hors_axe
7465;La faim sortant du sillon et la maladie sortant du fleuve : les excretas urbains au XIXe siècle, entre pollution et valorisation;BARLESS;2015;conf_invite;CRIA;;4c_reversibilite_proximite
7466;Urban-rural relationships and the governance of territorial metabolism;BARLESS;2015;conf_invite;CRIA;;4c_reversibilite_proximite
7467;Paris: A Port City ?;DEBRIEJ;2015;conf_invite;CRIA;;4c_reversibilite_proximite
7468;Co-habiter : figures du voisinage;BESSEJ-M;2015;conf_invite;EHGO;;5b_savoir_espace_situation
7469;Early modern atlases : graphic forms and cognitive practices ;BESSEJ-M;2015;conf_invite;EHGO;;6b_ecriture_geo
7470;Penser en commun le paysage;BESSEJ-M,TIBERGHIENG;2015;conf_invite;EHGO;;5b_savoir_espace_situation
7471;La cartographie française dans l’Empire ottoman au XIXe siècle : autour de la guerre de Crimée;BESSEJ-M,DEBARRES;2015;conf_invite;EHGO;;6b_ecriture_geo
7472;Les théories contemporaines du paysage;BESSEJ-M;2014;conf_invite;EHGO;;5b_savoir_espace_situation
7473;Les grandeurs de la terre. Nouvelles questions sur l’histoire de la géographie moderne (16e-18e siècles);BESSEJ-M;2014;conf_invite;EHGO;;6b_ecriture_geo
7474;Cosmographie et géographie au 16e siècle : mathématiques, histoire, religion ;BESSEJ-M;2014;conf_invite;EHGO;;6b_ecriture_geo
7475;Totalité et dispersion. L’atlas et les figures de la rationalité ;BESSEJ-M;2014;conf_invite;EHGO;;6b_ecriture_geo
7476;Espace et contexte ;BESSEJ-M;2013;conf_invite;EHGO;;hors_axe
7477;Le statut de la géographie dans la Bibliotheca Selecta d’Antonio Possevino;BESSEJ-M,ROMANOA;2015;conf_invite;EHGO;;5b_savoir_espace_situation
7478;Les marges d'Istanbul, Istanbul en marge;ROSEMBERGM;2014;conf_invite;EHGO;;6b_ecriture_geo
7479;Modeling Emergence and Evolution of City-systems;BRETAGNOLLEA;2015;conf_invite;PARIS;;3b_explo_modelisation
7480;Analysing the co-evolution of postal roads and cities in France (16th-19th centuries);BRETAGNOLLEA,FRANCA;2014;conf_invite;PARIS;;3b_explo_modelisation
7481;World Seastems : mapping and analysing global maritime flows;DUCRUETC;2015;conf_invite;PARIS;;2b_systemes_villes
7482;Spatial analysis of North Korea’s maritime networks since the mid-1980s;DUCRUETC,ROUSSINS,LEESW;2015;conf_invite;PARIS;;2b_systemes_villes
7483;The co-evolution of ports and cities : empirical analysis of vessel traffic and population worldwide distribution since the 1950s;DUCRUETC,CUYALAS,ELHOSNIA;2015;conf_invite;PARIS;;2b_systemes_villes
7484;Port-city relationships in Europe and France : Trends, problems and policies;DUCRUETC;2014;conf_invite;PARIS;;4c_reversibilite_proximite
7485;The contemporary evolution of global maritime flows : new evidences on Mediterranean shipping and port city dynamics (1890-2010);DUCRUETC;2014;conf_invite;PARIS;;2b_systemes_villes
7486;The evolution of port cities : new evidences from the World Seastems project;DUCRUETC;2014;conf_invite;PARIS;;2b_systemes_villes
7487;Network analysis in geography : an update;DUCRUETC;2014;conf_invite;PARIS;;2b_systemes_villes
7488;The analysis of maritime networks;DUCRUETC;2014;conf_invite;PARIS;;2b_systemes_villes
7489;Neighborhood change in suburban and ex-urban areas in the Paris metropolitan region;LEGOIXR;2015;conf_invite;PARIS;;1b_territ_metro
7490;Private Property, No Trespassing: A Comparative Perspective on Gated Communities in Paris and Los Angeles;LEGOIXR;2013;conf_invite;PARIS;;1_recompo_territoire_metro
7491;<em>Atlas de New York. Crises et renaissances d'une pionnière (2de édition)</em>;LEGOIXR;2013;ouvrage;PARIS;;1_recompo_territoire_metro
7492;Has the space a memory? Revisiting a old question;HIRSCHHAUSENBvon;2015;conf_invite;PARIS;;4b_union_europeenne
7493;Les ‘frontières fantômes’ : questionner les longues durées de l’espace centre- et est-européen;HIRSCHHAUSENBvon;2014;conf_invite;PARIS;;4b_union_europeenne
7494;Les frontières fantômes : étude empirique en Roumanie et essai d’interprétation;HIRSCHHAUSENBvon;2014;conf_invite;PARIS;;4b_union_europeenne
7495;Podiumsdiskussion : Vom Nützen der Areas in Zeiten der Globalisierung;HIRSCHHAUSENBvon,KRAFTC,BALDAUFI,COSTAS,ECKERTA;2015;conf_invite;PARIS;;4b_union_europeenne
7496;Podiumsdiskussion : Wohin verschwinden die Grenzen?;HIRSCHHAUSENBvon,KRAFTC,MÜLLERD,SPRODOWSKI;2015;conf_invite;PARIS;;4b_union_europeenne
7497;La situation politique et les défis sociaux des Balkans occidentaux;TROUDEA;2015;conf_invite;PARIS;;4b_union_europeenne
7498;Políticas de Competitividade Urbana e o Caso de Bilbao;VILA-VÁZQUEZJ-I;2014;conf_invite;PARIS;;1b_territ_metro,4b_union_europeenne
7499;Unha aproximación xeográfica á análise dos asentamentos de poboación en Galicia;VILA-VÁZQUEZJ-I;2014;conf_invite;PARIS;;1b_territ_metro,4c_reversibilite_proximite
7500;Quels outils pour l’analyse régionale des territoires ?;ZANINC;2015;conf_invite;PARIS;;2b_systemes_villes,6b_ecriture_geo
7501;<em>Vieillissement et déprise urbaine au Japon les nouveaux défis de l’aménagement. </em>;AVELINE-DUBACHN;2015;dir_ouvrage;CRIA;;hors_axe
7502;<em>Mobilités résidentielles, territoires et politiques publiques</em>;FOLS,MIOTY,VIGNALC;2014;dir_ouvrage;CRIA;;1b_territ_metro
7503;<em>Les Carnets du paysage</em>;BESSEJ-M;2015;dir_ouvrage;EHGO;;6b_ecriture_geo
7504;<em>Les Carnets du paysage</em>;BESSEJ-M;2014;dir_ouvrage;EHGO;;5b_savoir_espace_situation
7505;<em>Les Carnets du paysage</em>;BESSEJ-M;2013;dir_ouvrage;EHGO;;hors_axe
7506;<em>L’école aux colonies, les colonies à l’École</em>;BOYERG,CLERCP,ZANCARINI-FOURNELM;2013;dir_ouvrage;EHGO;;6_geo_pratiques
7507;<em>Des géographes hors-les-murs ? Itinéraires dans un monde en mouvement (1900-1940)</em>;CLERCP,ROBICM-C;2015;dir_ouvrage;EHGO;;5b_savoir_espace_situation
7509;<em>Les « années 68 » des sciences humaines et sociales</em>;ORAINO;2015;dir_ouvrage;EHGO;;5b_savoir_espace_situation
7510;<em>Dynamique et résiliences des réseaux routiers en Ile de France</em>;ROBERTS,VERDIERN;2015;dir_ouvrage;EHGO;;5b_savoir_espace_situation
7511;<em>Simulation spatiale à base d'agents avec NetLogo 1. introduction et bases </em>;BANOSA,LANG,MARILLEAUN;2015;dir_ouvrage;PARIS;;3b_explo_modelisation
7512;<em>Agent-Based Spatial Simulation with NetLogo: Introduction and Bases </em>;BANOSA,LANG,MARILLEAUN;2015;dir_ouvrage;PARIS;;3b_explo_modelisation
7513;<em>Maritime networks. Spatial structures and time dynamics</em>;DUCRUETC;2015;dir_ouvrage;PARIS;;2b_systemes_villes
7514;<em>Espace et rapports de domination</em>;CLERVALA,FLEURYA,REBOTIERJ,WEBERS;2015;dir_ouvrage;PARIS;;1b_territ_metro
7515;<em>Fonder les sciences du territoire</em>;BECKOUCHEP,GRASLANDC,GUERIN-PACEF,MOISSERONJ-Y;2012;dir_ouvrage;PARIS;;hors_axe
7516;<em>Métropoles et régions, entre concurrences et complémentarités, Regards croisés France-Italie</em>;CREMASCHIM,DELPIROUA,RIVIÈRED,SALONEC;2015;dir_ouvrage;PARIS;;1b_territ_metro
7517;<em>Phantomgrenzen - Räume und Akteure in der Zeit neu denken</em>;HIRSCHHAUSENBvon,GRANDITSH,KRAFTC,MÜLLERD,SERRIERT;2015;dir_ouvrage;PARIS;;4b_union_europeenne
7518;<em>Données urbaines 7</em>;MATTEIM-F,PUMAIND;2015;dir_ouvrage;PARIS;;1b_territ_metro
7519;<em>La modélisation des dynamiques spatiales</em>;SANDERSL,RUASA;2015;dir_ouvrage;PARIS;;3b_explo_modelisation
7520;<em>Migrations en Méditerranée</em>;SCHMOLLC,THIOLLETH,WIHTOLDEWENDENC;2015;dir_ouvrage;PARIS;;4b_union_europeenne
7521;<em>Le tournant spatial dans les études genre</em>;SCHMOLLC,DIRENBERGER;2014;dir_ouvrage;PARIS;;hors_axe
7522;<em>Enseigner la sémiologie</em>;ZANINC,BORDJ-P,BRONNERAC;2014;dir_ouvrage;PARIS;;2b_systemes_villes,6b_ecriture_geo
7523;<em>Les villes moyennes doivent être en mesure de s’organiser entre elles pour faire le poids</em>;SANTAMARIAF;2015;media;CRIA;;1b_territ_metro
7524;<em>Mai 68 et l'évolution des sciences</em>;ORAINO;2015;media;EHGO;;5b_savoir_espace_situation
7525;<em>Comptabilité des flux de matières dans les régions et les départements. Guide méthodologique</em>;REPELLINP,DURETB,BARLESS;2014;ouvrage;CRIA;;4c_reversibilite_proximite
7526;<em>Figures discrètes de l'urbain</em>;BRESA;2015;ouvrage;CRIA;;1b_territ_metro
7528;<em>Le monde sur une feuille. Les tableaux comparatifs de montagnes et de fleuves dans les atlas du XIXe siècle </em>;BESSEJ-M,PALSKYG;2014;ouvrage;EHGO;;6b_ecriture_geo
7529;<em>O gosto do mundo. Exercicios de paisagem</em>;BESSEJ-M;2014;ouvrage;EHGO;;6b_ecriture_geo
7530;<em>Habiter. Un monde à mon image</em>;BESSEJ-M;2013;ouvrage;EHGO;;hors_axe
7533;<em>L’Atlas global </em>;BOUCHERONP,FUMEYG,GRATALOUPC;2014;ouvrage;EHGO;;6b_ecriture_geo,5b_savoir_espace_situation
7534;<em>Introduction à la géohistoire</em>;GRATALOUPC;2015;ouvrage;EHGO;;6b_ecriture_geo,5b_savoir_espace_situation
7535;<em>Le monde sur une feuille : les tableaux comparatifs de montagnes et de fleuves dans les atlas du XIXe siècle</em>;PALSKYG,BESSEJ-M,BAILLYJ-C;2014;ouvrage;EHGO;;6b_ecriture_geo
7537;<em>La carte avant les cartographes, l’avènement du régime cartographique en France au XVIIIe siècle</em>;VERDIERN;2015;ouvrage;EHGO;;6b_ecriture_geo
7538;<em>Atlas mondial des sexualités. Libertés, plaisirs et interdits</em>;CATTANN,LEROYS;2013;ouvrage;PARIS;;1_recompo_territoire_metro
7539;<em>Objets géographiques et processus de changement. Approches spatio-temporelles</em>;MATHIANH,SANDERSL;2014;ouvrage;PARIS;;3b_explo_modelisation
7540;<em>Geographical objects and process of change. Spatio-temporal approach</em>;MATHIANH,SANDERSL;2014;ouvrage;PARIS;;3b_explo_modelisation
7542;<em>Métabolisme urbain et résilience ?</em>;BARLESS;2015;communication;CRIA;;4c_reversibilite_proximite
7543;<em>Les cartes : objets plastiques et espaces de pensée</em>;BESSEJ-M;2015;communication;EHGO;;6b_ecriture_geo
7544;La dimension politique du paysage : remarques épistémologiques;BESSEJ-M;2015;conf_invite;EHGO;;5b_savoir_espace_situation
7545;<em></em>;BESSEJ-M;2015;communication;EHGO;;5b_savoir_espace_situation
7546;<em>Espace et psychologie</em>;BESSEJ-M;2015;divers;EHGO;;6b_ecriture_geo
7547;<em>L'atlas et le modèle insulaire</em>;BESSEJ-M;2015;divers;EHGO;;6b_ecriture_geo
7548;<em>Pratiques de documentation et composition d’atlas dans les sciences et les arts à l’époque moderne et contemporaine</em>;BESSEJ-M;2014;divers;EHGO;;6b_ecriture_geo
7549;<em>Les Atlas dans les cultures scientifiques et artistiques modernes et contemporaines : représenter, organiser, conserver les connaissances et les objets</em>;BESSEJ-M;2015;divers;EHGO;;6b_ecriture_geo
7550;<em>Paysage, conceptions et pratiques de l’espace au XVIe siècle</em>;BESSEJ-M;2013;divers;EHGO;;6_geo_pratiques
7551;<em>La cartographie : du dispositif de représentation au système d’opérations</em>;BESSEJ-M;2013;divers;EHGO;;6_geo_pratiques
7552;<em>L’atlas et les formes de la connaissance </em>;BESSEJ-M;2014;divers;EHGO;;6b_ecriture_geo
7553;<em>Voyager, dessiner, éditer : Abraham Ortelius et Joris Hoefnagel en Italie (1571578)</em>;BESSEJ-M;2015;divers;EHGO;;6b_ecriture_geo
7554;<em>Atlas et méditations cosmographiques chez Mercator</em>;BESSEJ-M,COUZINETM-D;2015;divers;EHGO;;6b_ecriture_geo
7555;<em>Atelier Polytopie</em>;OLMEDOE;2014;divers;EHGO;;6b_ecriture_geo
7556;<em>La promenade, objet artistique non-identifié ?</em>;OLMEDOE;2013;divers;EHGO;;6_geo_pratiques
7557;<em>Cartographie sensible à Marseille</em>;OLMEDOE;2013;divers;EHGO;;6_geo_pratiques
7558;<em>Cartographie sensible dans le quartier Victor Hugo</em>;OLMEDOE;2012;divers;EHGO;;hors_axe,6_geo_pratiques
7559;<em>L’approche spatiale du sensible à travers les cartes</em>;OLMEDOE;2012;divers;EHGO;;6_geo_pratiques
7560;<em>Controverses en géographie. Perspectives d'histoire épistémologique</em>;ORAINO,ROBICM-C;2014;divers;EHGO;;5b_savoir_espace_situation
7561;<em>Le rôle du raisonnement graphique dans les modèles géographiques. Contribution à une épistémologie historique de la modélisation des spatialités humaines</em>;ORAINO;2014;divers;EHGO;;6b_ecriture_geo
7562;<em>Les 'années 68' des sciences humaines et sociales</em>;ORAINO;2015;divers;EHGO;;5b_savoir_espace_situation
7563;<em>Les conceptions de la science en géographie</em>;ORAINO;2014;divers;EHGO;;6b_ecriture_geo
7564;<em>Faire de la géographie, entre logique disciplinaire, exigences scientifiques, spécialisation et construction d'objet</em>;ORAINO;2014;divers;EHGO;;6b_ecriture_geo
7565;<em>Espace vécu, perception, images : l’émergence d’un intérêt pour les représentations symboliques de l’espace dans la géographie française (années 1970-1980)</em>;PICHONM;2014;divers;EHGO;;6b_ecriture_geo
7566;<em>Espace vécu, perceptions, cartes mentales : l’émergence d’un intérêt pour les représentations symboliques dans la géographie française (1966-1985)</em>;PICHONM;2014;divers;EHGO;;6b_ecriture_geo
7567;<em>La littérature, un terrain pour la géographie ? </em>;ROSEMBERGM;2015;divers;EHGO;;6b_ecriture_geo
7568;<em>Présence du géographique dans des œuvres  littéraires, présence du littéraire dans les écrits de géographes</em>;ROSEMBERGM;2015;divers;EHGO;;6b_ecriture_geo
7569;<em>L’expérience d’une ville : Istanbul d’Orhan Pamuk à Nedim Gürsel</em>;ROSEMBERGM;2014;divers;EHGO;;6b_ecriture_geo
7570;<em>Lecture géographique d’un roman policier</em>;ROSEMBERGM;2013;divers;EHGO;;6_geo_pratiques
7571;<em>En finir avec le genre de vie ? Une opposition épistémologique entre Pierre George et Max Sorre</em>;SIMOND;2014;divers;EHGO;;6b_ecriture_geo
7572;<em>Pierre Nora, les hauts lieux et la géographie</em>;VERDIERN;2014;divers;EHGO;;5b_savoir_espace_situation
7573;<em>Souveraineté et territoire (XIXe – XXe siècles)</em>;VERDIERN;2014;divers;EHGO;;5b_savoir_espace_situation
7574;<em>City-systems and maritime transportation networks on the long-term period (13th-21th cent.)</em>;BRETAGNOLLEA;2014;divers;PARIS;;3b_explo_modelisation
7575;<em>La vision d’un géographe sur les ports en 2030 en Europe et à travers le monde</em>;DUCRUETC;2015;divers;PARIS;;4c_reversibilite_proximite
7576;<em>Régions, flux, réseaux. Cartographie des types de trajectoires portuaires à partir de données maritimes à l’échelle mondiale (1890-2008)</em>;DUCRUETC;2015;divers;PARIS;;2b_systemes_villes
7577;<em>Sur les quais des grands ports du monde : Shanghai, 1er port mondial ou 1er port chinois ?</em>;DUCRUETC;2014;divers;PARIS;;1b_territ_metro
7578;<em>La problématique mixité sociale à l’école </em>;FRANÇOISJ-C;2015;divers;PARIS;;1b_territ_metro
7579;<em>Le diabolique singe de Humboldt, ou de l’usage des modèles en géographie</em>;FRANÇOISJ-C;2015;divers;PARIS;;1b_territ_metro
7580;<em>Définir la ville en Europe: à chacun son concept ? Un état des lieux des bases de données </em>;BRETAGNOLLEA,GUEROISM,MATHIANH,PAVARDA;2015;divers;PARIS;;2b_systemes_villes
7581;<em>Filling the data gap in border regions : a typology of socio-economic dissimilarities on EU borders</em>;GIRAUDT,GUÉROISM,LAMBERTN,VIRYM,YSEBAERTR;2015;communication;PARIS;;4b_union_europeenne
7582;<em>Dynamiques des marchés immobiliers résidentiels suburbains en régime de production financiarisé</em>;LEGOIXR;2015;divers;PARIS;;1b_territ_metro
7583;<em>Sports et métropoles / sports en métropoles</em>;LEGOIXR;2014;divers;PARIS;;1b_territ_metro
7584;<em>SimCity / Desperate Housewives / GTA / Les experts. L’image de la ville américaine à travers la production culturelle de masse.</em>;LEGOIXR;2014;divers;PARIS;;1b_territ_metro
7585;<em>Dynamiques des marchés immobiliers résidentiels suburbains en régime de production financiarisé</em>;LEGOIXR;2014;divers;PARIS;;1b_territ_metro
7586;<em>Bulletin de l'Association des Géographes Français</em>;LEGOIXR;2014;divers;PARIS;;1b_territ_metro
7587;<em>Une rencontre avec Michel Lussault : L’Avènement du Monde. Essai sur l’habitation humaine de la Terre </em>;DIMÉOG,FOURAULT-CAUËTV,QUEVAC;2014;divers;PARIS;;1b_territ_metro
7588;<em>Une rencontre avec Philippe Bachimon, auteur de Vacance des lieux </em>;DIMÉOG,QUEVAC;2014;divers;PARIS;;1b_territ_metro
7589;<em>Des régions historiques au ‘frontières fantômes’ : comment penser les géographies de l’Europe médiane dans la durée</em>;HIRSCHHAUSENBvon;2015;communication;PARIS;;4b_union_europeenne
7590;<em>Koselleck au secours des ‘frontières fantômes’ réinterroger l’énigme des mémoires spatiales</em>;HIRSCHHAUSENBvon;2014;divers;PARIS;;4b_union_europeenne
7591;Une rencontre avec Augustin Berque, auteur de La mésologie, pour quoi faire ?;LAZZAROTTIO,FOURAULT-CAUËTV,QUEVAC;2015;article_revue;PARIS;;4c_reversibilite_proximite
7592;<em>La politique interventionniste des Etats-Unis en Serbie</em>;TROUDEA;2015;communication;PARIS;;4b_union_europeenne
7593;Les déchets urbains, une invention récente;BARLESS;2015;vulgarisation;CRIA;;4c_reversibilite_proximite
7594;Sobriété et sûreté urbaines : une approche historique;BARLESS;2015;vulgarisation;CRIA;;4c_reversibilite_proximite
7595;Géographes : de l'exception à l'innovation;PUMAIND,ROBICM-C,RÖSSLERM;2013;vulgarisation;EHGO;;hors_axe
7596;Les ports de l’hexagone vont-ils rester en rade ?;DUCRUETC;2014;vulgarisation;PARIS;;4c_reversibilite_proximite
7597;El Oriente de la Ciudad de México: uno de los olvidados;LOPEZP;2015;vulgarisation;PARIS;;4c_reversibilite_proximite
7598;Chimalhuacán y la oportunidad del Guerrero Chimalli;LOPEZP;2015;vulgarisation;PARIS;;4c_reversibilite_proximite
7599;Del comercio informal y los espacios públicos;LOPEZP;2015;vulgarisation;PARIS;;4c_reversibilite_proximite
7600;Ciudad Satélite: la trampa del sueño en los suburbios;LOPEZP;2015;vulgarisation;PARIS;;4c_reversibilite_proximite
7601;La gentrificación de la movilidad;LOPEZP;2014;vulgarisation;PARIS;;4c_reversibilite_proximite
7602;La résilience de l’État italien face à la crise;RIVIÈRED;2015;vulgarisation;PARIS;;4b_union_europeenne
7603;<em>Programme PIREN-Seine, rapport de fin de phase 6 (2001-2014)</em>;BOGNONS,BARLESS,BILLENG,GARNIERJ;2015;rapport;CRIA;;4c_reversibilite_proximite
7604;<em>Écologie territoriale littorale et montagnarde, approche expérimentale en Presqu’île de Guérande (Loire-Atlantique) et dans les VALLEEs des Gaves (Hautes-Pyrénées). Rapport de recherche pour le compte du ministère de l’Écologie.</em>;BARLESS;2014;rapport;CRIA;;4c_reversibilite_proximite
7605;<em>Lieux et hauts-lieux des densités intermédiaires</em>;BERROIRS,DESJARDINSX,FLEURYA,QUEVAC,BRESA,BRETAGNOLLEA,DELAGEM,DOUAYN,FOLS,GUÉROISM,LEGOIXR,MAULATJ,PERSYNN,RAADL,VALLEEJ;2015;rapport;CRIA,PARIS;;1b_territ_metro,4c_reversibilite_proximite
7606;<em>Plans de ville. Rapport d'expertise pour la Direction de la voierie et des déplacements</em>;OLMEDOE,MALEKS,HERAULTO;2014;rapport;EHGO;;6b_ecriture_geo,5b_savoir_espace_situation
