id_article;AutEur1;AutEur2;AutEur3;AutEur4;AutEur5;AutEur6;AutEur7;AutEur8;AutEur9;AutEur10;AutEur11;AutEur12;AutEur13;AutEur14
7886;BEAUGUITTE L.;GRASLAND C.;SEVERO M.;;;;;;;;;;;
7887;BENNASR A.;BUSSI M.;GRASLAND C.;NASR M.;DE RUFFRAY S.;YENGUI T.;ZANIN C.;;;;;;;
7888;BERROIR S.;;;;;;;;;;;;;
7889;BERROIR S.;BOULOC C.;CATTAN N.;FLEURY A.;FRETIGNY J.B.;LASSAUBE U.;;;;;;;;
7890;BERROIR S.;BRENNETOT A.;DIDELON-LOISEAU C.;GRASLAND C.;;;;;;;;;;
7891;BERROIR S.;DELAGE M.;FLEURY A.;;;;;;;;;;;
7892;BERROIR S.;DELAGE M.;FLEURY A.;FOL S.;GUEROIS M.;MAULAT J.;RAAD L.;VALLEE J.;;;;;;
7893;BERROIR S.;DESJARDINS X.;QUEVA C.;;;;;;;;;;;
7894;BERROIR S.;GENEAU dE LAMARLIERE I.;PERSYN N.;;;;;;;;;;;
7895;BERROIR S.;GENEAU dE LAMARLIERE I.;PERSYN N.;;;;;;;;;;;
7896;BESSE J.-M.;;;;;;;;;;;;;
7897;BESSE J.-M.;;;;;;;;;;;;;
7898;BESSE J.-M.;;;;;;;;;;;;;
7899;BESSE J.-M.;;;;;;;;;;;;;
7900;BESSE J.-M.;;;;;;;;;;;;;
7901;BESSE J.-M.;;;;;;;;;;;;;
7902;BESSE J.-M.;;;;;;;;;;;;;
7903;BESSE J.-M.;;;;;;;;;;;;;
7904;BESSE J.-M.;;;;;;;;;;;;;
7905;BESSE J.-M.;;;;;;;;;;;;;
7906;BESSE J.-M.;;;;;;;;;;;;;
7907;BESSE J.-M.;;;;;;;;;;;;;
7908;BESSE J.-M.;;;;;;;;;;;;;
7909;BESSE J.-M.;;;;;;;;;;;;;
7910;BESSE J.-M.;;;;;;;;;;;;;
7911;BESSE J.-M.;;;;;;;;;;;;;
7912;BESSE J.-M.;;;;;;;;;;;;;
7913;BESSE J.-M.;;;;;;;;;;;;;
7914;BESSE J.-M.;;;;;;;;;;;;;
7915;BESSE J.-M.;;;;;;;;;;;;;
7916;BESSE J.-M.;TIBERGHIEN G.;;;;;;;;;;;;
7917;BOULIER J.;;;;;;;;;;;;;
7918;BOULIER J.;;;;;;;;;;;;;
7919;BOULOC C.;CATTAN N.;FRETIGNY J.B.;;;;;;;;;;;
7920;BRENNETOT A.;ROSEMBERG M.;;;;;;;;;;;;
7921;BRES A.;DELAVILLE D.;;;;;;;;;;;;
7922;BRES A.;DELAVILLE D.;;;;;;;;;;;;
7923;BRETAGNOLLE A.;;;;;;;;;;;;;
7924;BRETAGNOLLE A.;GUEROIS M.;LE NECHET F.;MATHIAN H.;PAVARD A.;;;;;;;;;
7925;BRETAGNOLLE A.;GUEROIS M.;MATHIAN H.;PAVARD A.;;;;;;;;;;
7926;BRETAGNOLLE A.;GUEROIS M.;PAVARD A.;GOURDON P.;ZDANOWSKA N.;LIZZI L.;;;;;;;;
7927;BRONNER A.-C.;TROIN F.;ZANIN C.;;;;;;;;;;;
7928;BUCLET N.;BARLES S.;CERCEAU J.;HERBELIN A.;;;;;;;;;;
7929;CANTIN G.;VERDIERE N.;LANZA V.;CHARRIER R.;BERTELLE C.;AZIZ-ALLOUI M.A.;PROVITOLO D.;DUBOS-PAILLARD E.;;;;;;
7930;CARROUE L.;PIERRET C.;LE GOIX R.;FOURMONT G.;;;;;;;;;;
7931;CARY P.;FOL S.;;;;;;;;;;;;
7932;CATTAN N.;;;;;;;;;;;;;
7933;CATTAN N.;;;;;;;;;;;;;
7934;CATTAN N.;;;;;;;;;;;;;
7935;CATTAN N.;;;;;;;;;;;;;
7936;CATTAN N.;;;;;;;;;;;;;
7937;CATTAN N.;LEROY S.;;;;;;;;;;;;
7938;CHAUVIN P.;TRAORE M.;VALLEE J.;;;;;;;;;;;
7939;CHOPLIN A.;DENIS E.;;;;;;;;;;;;
7940;CLERC P.;BERNIER X.;;;;;;;;;;;;
7941;CLERC P.;;;;;;;;;;;;;
7942;CLERC P.;;;;;;;;;;;;;
7943;CLERC P.;;;;;;;;;;;;;
7944;CLERC P.;;;;;;;;;;;;;
7945;CLERC P.;;;;;;;;;;;;;
7946;CLERC P.;;;;;;;;;;;;;
7947;CLERC P.;GRANT A.;ILC KLUN M.;MAC KAY T.;ROJELJ B.;;;;;;;;;
7948;COMMENGES H.;;;;;;;;;;;;;
7949;COMMENGES H.;COTTINEAU C.;;;;;;;;;;;;
7950;COMMENGES H.;GIRAUD T.;;;;;;;;;;;;
7951;COMMENGES H.;GIRAUD T.;LAMBERT N.;;;;;;;;;;;
7952;COMMENGES H.;TOMASONI L.;SEIGNEUR CH.;BONIN O.;LEURENT F.;BONHOMME C.;DEROUBAIX J.-F.;;;;;;;
7953;CURA R.;;;;;;;;;;;;;
7954;CURA R.;;;;;;;;;;;;;
7955;DEBARRE S.;;;;;;;;;;;;;
7956;DEBARRE S.;;;;;;;;;;;;;
7957;DEBARRE S.;;;;;;;;;;;;;
7958;DEBARRE S.;;;;;;;;;;;;;
7959;DEBARRE S.;;;;;;;;;;;;;
7960;DEBARRE S.;;;;;;;;;;;;;
7961;DEBARRE S.;;;;;;;;;;;;;
7962;DEBARRE S.;PEROUSE J-F.;;;;;;;;;;;;
7963;DEBARRE S.;PEROUSE J-F.;;;;;;;;;;;;
7964;DEBRIE J.;;;;;;;;;;;;;
7965;DEBRIE J.;;;;;;;;;;;;;
7966;DEBRIE J.;;;;;;;;;;;;;
7967;DEBRIE J.;DOUAY N.;;;;;;;;;;;;
7968;DEBRIE J.;HEITZ A.;;;;;;;;;;;;
7969;DEBRIE J.;RAIMBAULT N.;;;;;;;;;;;;
7970;DELAGE M.;FLEURY A.;;;;;;;;;;;;
7971;DEMAZIERE C.;DOUAY N.;SERANO J.;;;;;;;;;;;
7972;DEMOULIN J.;ALSAINT A.;BACQUE M.H.;BELLAVOINE C.;CANET A.C.;FOL S.;FUZIER A.;LO DUCA R.;RAISSON J.B.;;;;;
7973;DENIS E.;;;;;;;;;;;;;
7974;DENIS E.;;;;;;;;;;;;;
7975;DENIS E.;;;;;;;;;;;;;
7976;DEPREST F.;;;;;;;;;;;;;
7977;DESACHY B.;GRAVIER J.;;;;;;;;;;;;
7978;DESJARDINS X.;DOUAY N.;;;;;;;;;;;;
7979;DESJARDINS X.;GENEAU dE LAMARLIERE I.;;;;;;;;;;;;
7980;DOUAY N.;;;;;;;;;;;;;
7981;DOUAY N.;;;;;;;;;;;;;
7982;DOUAY N.;;;;;;;;;;;;;
7983;DOUAY N.;;;;;;;;;;;;;
7984;DOUAY N.;;;;;;;;;;;;;
7985;DOUAY N.;;;;;;;;;;;;;
7986;DOUAY N.;;;;;;;;;;;;;
7987;DOUAY N.;HENRIOT C.;;;;;;;;;;;;
7988;DOUAY N.;NADOU F.;;;;;;;;;;;;
7989;DOUAY N.;PREVOT M.;;;;;;;;;;;;
7990;DOUAY N.;QI W.;;;;;;;;;;;;
7991;DOUAY N.;REYS A.;;;;;;;;;;;;
7992;DOUAY N.;REYS A.;ROBIN S.;;;;;;;;;;;
7993;DOUAY N.;ROY-BAILLARGEON O.;;;;;;;;;;;;
7994;DUBOS-PAILLARD E.;GAUTIER-COSTARD E.;MILLOCK K.;;;;;;;;;;;
7995;DUBREUIL A.;;;;;;;;;;;;;
7996;DUCRUET C.;;;;;;;;;;;;;
7997;DUCRUET C.;;;;;;;;;;;;;
7998;DUCRUET C.;;;;;;;;;;;;;
7999;DUCRUET C.;;;;;;;;;;;;;
8000;DUCRUET C.;;;;;;;;;;;;;
8001;DUCRUET C.;;;;;;;;;;;;;
8002;DUCRUET C.;;;;;;;;;;;;;
8003;DUCRUET C.;;;;;;;;;;;;;
8004;DUCRUET C.;;;;;;;;;;;;;
8005;DUCRUET C.;CUYALA S.;EL HOSNI A.;;;;;;;;;;;
8006;DUCRUET C.;CUYALA S.;EL HOSNI A.;;;;;;;;;;;
8007;DUCRUET C.;CUYALA S.;EL HOSNI A.;;;;;;;;;;;
8008;DUCRUET C.;CUYALA S.;EL HOSNI A.;;;;;;;;;;;
8009;DUCRUET C.;FERRARI C.;ITOH H.;TEI A.;;;;;;;;;;
8010;DUCRUET C.;ITOH H.;;;;;;;;;;;;
8011;DUCRUET C.;MARNOT B.;;;;;;;;;;;;
8012;DUPUY G.;;;;;;;;;;;;;
8013;DUPUY G.;;;;;;;;;;;;;
8014;DUPUY G.;;;;;;;;;;;;;
8015;DUPUY G.;;;;;;;;;;;;;
8016;DUPUY G.;;;;;;;;;;;;;
8017;DUPUY G.;TROIN J.-F.;QUEVA C.;FOURAULT-CAUET V.;;;;;;;;;;
8018;DUROUDIER S.;;;;;;;;;;;;;
8019;DUROUDIER S.;;;;;;;;;;;;;
8020;FEN-CHONG J.;CHASSET P.-O.;BANOS A.;QUEYROI F.;SMOREDA Z.;;;;;;;;;
8021;FLEURY A.;;;;;;;;;;;;;
8022;FLEURY A.;;;;;;;;;;;;;
8023;FLEURY A.;;;;;;;;;;;;;
8024;FLEURY A.;;;;;;;;;;;;;
8025;FLEURY A.;BERROIR S.;;;;;;;;;;;;
8026;FLEURY A.;WUEST L.;;;;;;;;;;;;
8027;FOL S.;;;;;;;;;;;;;
8028;FOL S.;;;;;;;;;;;;;
8029;FOSSET P.;BANOS A.;BECK E.;CHARDONNEL S.;LANG C.;MARILLEAU M.;PIOMBINI A.;LEYSENS T.;CONESA A.;ANDRE-POYAUD I.;THEVENIN T.;;;
8030;FRANÇOIS J.-C.;;;;;;;;;;;;;
8031;FRANÇOIS J.-C.;;;;;;;;;;;;;
8032;FRANÇOIS J.-C.;;;;;;;;;;;;;
8033;FRANÇOIS J.-C.;;;;;;;;;;;;;
8034;FROHLICH K.;VALLEE J.;SHARECK M.;DATTA G.;KESTENS Y.;;;;;;;;;
8035;GENEAU dE LAMARLIERE I.;;;;;;;;;;;;;
8036;GEORGIKOPOULOS I.;;;;;;;;;;;;;
8037;GIMAT M.;;;;;;;;;;;;;
8038;GIMAT M.;GLOOR M.;;;;;;;;;;;;
8039;GIMAT M.;POLLARD J.;;;;;;;;;;;;
8040;GOMES E.;;;;;;;;;;;;;
8041;GOMES E.;;;;;;;;;;;;;
8042;GOMES E.;ABRANTES P.;BANOS A.;ROCHA J.;;;;;;;;;;
8043;GOMES E.;ABRANTES P.;BANOS A.;ROCHA J.;FONTES I.;;;;;;;;;
8044;GOMES E.;CAPINHA C.;ROCHA J.;SOUSA;;;;;;;;;;
8045;GRASLAND C.;;;;;;;;;;;;;
8046;GRASLAND C.;;;;;;;;;;;;;
8047;GRASLAND C.;;;;;;;;;;;;;
8048;GRASLAND C.;;;;;;;;;;;;;
8049;GRASLAND C.;;;;;;;;;;;;;
8050;GRASLAND C.;DE RUFFRAY S.;BARON M.;;;;;;;;;;;
8051;GRASLAND C.;HAMEZ G.;LIZZI L.;DECROLY J.M.;;;;;;;;;;
8052;GRASLAND C.;LAMARCHE-PERRIN R.;LE TEXIER M.;PECOUT H.;DE RUFFRAY S.;STUDENY A.;VINCENT J. M.;;;;;;;
8053;GRASLAND C.;LAMARCHE-PERRIN R.;LECONTE R.;LOVELUCK B.;PECOUT H.;DE RUFFRAY S.;;;;;;;;
8054;GRASLAND C.;LAMARCHE-PERRIN R.;LOVELUCK B.;PECOUT H.;;;;;;;;;;
8055;GRASLAND C.;GUEROIS M.;LE GOIX R.;MADELIN M.;NUSSBAUM F.;PECOUT H.;VALETTE J.F.;;;;;;;
8056;GRAVIER J.;;;;;;;;;;;;;
8058;GUEROIS M.;PAVARD A.;BRETAGNOLLE A.;MATHIAN H.;;;;;;;;;;
8059;HACHI R.;;;;;;;;;;;;;
8060;HIRSCHHAUSEN B. von;;;;;;;;;;;;;
8061;HIRSCHHAUSEN B. von;;;;;;;;;;;;;
8062;HIRSCHHAUSEN B. von;;;;;;;;;;;;;
8063;HIRSCHHAUSEN B. von;;;;;;;;;;;;;
8064;HIRSCHHAUSEN B. von;;;;;;;;;;;;;
8065;KESTENS Y.;CHAIX B.;GERBER P.;DESPRES M.;GAUVIN L.;KLEIN O.;KLEIN S.;KÖPPEN B.;LORD S.;NAUD A.;PAYETTE H.;RICHARD L.;RONDIER P.;VALLEE J.
8066;KESTENS Y.;CHAIX B.;GERBER P.;GAUVIN L.;LORD S.;NAUD A.;PAYETTE H.;RONDIER P.;THIERRY B.;VALLEE J.;WASFI R.;;;
8067;KOSOWSKA-STAMIROWSKA Z.;DUCRUET C.;RAI N.;;;;;;;;;;;
8068;KUMAR V.;NAGPAL BN.;TELLE O.;PAUL R.;;;;;;;;;;
8069;LAGESSE C.;LIPARI F.;PEEL L.;DUCRUET C.;;;;;;;;;;
8070;LAMARCHE-PERRIN M.;DEMAZEAU Y.;VINCENT J.M.;GIRAUD T.;GRASLAND C.;;;;;;;;;
8071;LAMARCHE-PERRIN R.;GRASLAND C.;;;;;;;;;;;;
8072;LAMBERT N.;GIRAUD T.;GRASLAND C.;PECOUT H.;;;;;;;;;;
8073;LAMBERT N.;GIRAUD T.;GRASLAND C.;PECOUT H.;;;;;;;;;;
8074;LAMBERT N.;ZANIN C.;;;;;;;;;;;;
8075;LE CORRE T.;;;;;;;;;;;;;
8076;LE CORRE T.;;;;;;;;;;;;;
8077;LE CORRE T.;;;;;;;;;;;;;
8078;LE CORRE T.;;;;;;;;;;;;;
8079;LE GOIX R.;;;;;;;;;;;;;
8080;LE GOIX R.;;;;;;;;;;;;;
8081;LE GOIX R.;;;;;;;;;;;;;
8082;LE GOIX R.;;;;;;;;;;;;;
8083;LE GOIX R.;;;;;;;;;;;;;
8084;LE GOIX R.;;;;;;;;;;;;;
8085;LE GOIX R.;;;;;;;;;;;;;
8086;LE GOIX R.;;;;;;;;;;;;;
8087;LE GOIX R.;;;;;;;;;;;;;
8088;LE GOIX R.;;;;;;;;;;;;;
8089;LE GOIX R.;;;;;;;;;;;;;
8090;LE GOIX R.;;;;;;;;;;;;;
8091;LE GOIX R.;;;;;;;;;;;;;
8092;LE GOIX R.;BERROIR S.;;;;;;;;;;;;
8093;LE GOIX R.;BOULAY G.;CALLEN D.;DERAMBURE-DUTEL F.;REYS A.;GIRAUD T.;CURA R.;;;;;;;
8094;LE ROUX G.;VALLEE J.;COMMENGES H.;;;;;;;;;;;
8095;LE ROUX G.;VALLEE J.;COMMENGES H.;;;;;;;;;;;
8096;LE TEXIER M.;DEVES M.;GRASLAND C.;DE CHABALLIER J.B.;;;;;;;;;;
8097;LEININGER-FREZAL C.;DOUAY N.;COHEN N.;;;;;;;;;;;
8098;LEPESANT G.;;;;;;;;;;;;;
8099;LEPESANT G.;;;;;;;;;;;;;
8100;LEPESANT G.;;;;;;;;;;;;;
8101;LEPESANT G.;;;;;;;;;;;;;
8102;LEPESANT G.;;;;;;;;;;;;;
8103;LEPESANT G.;;;;;;;;;;;;;
8104;LIVET P.;PHAN D.;SANDERS L.;;;;;;;;;;;
8105;MAGNAN M.;;;;;;;;;;;;;
8106;MAGNAN M.;;;;;;;;;;;;;
8107;MARTINEZ-FERNANDEZ C.;WEYMAN T.;FOL S.;AUDIRAC I.;CUNNINGHAM-SABOT E.;WIECHMANN T.;YAHAGI H.;;;;;;;
8108;MAULAT J.;;;;;;;;;;;;;
8109;MAULAT J.;;;;;;;;;;;;;
8110;MAULAT J.;PAULHIAC-SCHERRER F.;SCHERRER F.;;;;;;;;;;;
8111;MAULAT J.;PAULHIAC-SCHERRER F.;SCHERRER F.;;;;;;;;;;;
8112;MAULAT J.;PAULHIAC-SCHERRER F.;SCHERRER F.;;;;;;;;;;;
8113;MOHAMED-CHERIF F.Z.;DUCRUET C.;;;;;;;;;;;;
8114;MONSAINGEON G.;PALSKY G.;PELLETIER P.;;;;;;;;;;;
8115;NAHASSIA L.;;;;;;;;;;;;;
8116;NUSSBAUM F.;;;;;;;;;;;;;
8117;NUSSBAUM F.;;;;;;;;;;;;;
8118;NUSSBAUM F.;;;;;;;;;;;;;
8119;ORAIN O.;;;;;;;;;;;;;
8120;ORAIN O.;;;;;;;;;;;;;
8121;OTT A.-C.;;;;;;;;;;;;;
8122;OTT A.-C.;;;;;;;;;;;;;
8123;OTT A.-C.;;;;;;;;;;;;;
8124;PALSKY G.;;;;;;;;;;;;;
8125;PALSKY G.;;;;;;;;;;;;;
8126;PALSKY G.;;;;;;;;;;;;;
8127;PALSKY G.;;;;;;;;;;;;;
8128;PALSKY G.;;;;;;;;;;;;;
8129;PECOUT H.;GRASLAND C.;GUEROIS M.;LE GOIX R.;MADELIN M.;NUSSBAUM F.;VALETTE J. F.;;;;;;;
8130;PETSIMERIS P.;RIMOLDI S.;;;;;;;;;;;;
8131;PETSIMERIS P.;RIMOLDI S.;SANCHEZ AGUILERA D.;;;;;;;;;;;
8132;PICHON M.;;;;;;;;;;;;;
8133;PLATTARD O.;;;;;;;;;;;;;
8134;PLATTARD O.;;;;;;;;;;;;;
8135;PREVELAKIS G.;;;;;;;;;;;;;
8136;PREVELAKIS G.;;;;;;;;;;;;;
8137;PREVELAKIS G.;;;;;;;;;;;;;
8138;PREVELAKIS G.;;;;;;;;;;;;;
8139;PREVELAKIS G.;;;;;;;;;;;;;
8140;PRUD'HOMME J.;MADELIN M.;BAUDET-MICHEL S.;;;;;;;;;;;
8141;PUMAIN D.;;;;;;;;;;;;;
8142;QUEVA C.;;;;;;;;;;;;;
8143;QUEVA C.;;;;;;;;;;;;;
8144;QUEVA C.;BRES A.;;;;;;;;;;;;
8145;RAMAN B.;DENIS E.;BENJAMIN S.;;;;;;;;;;;
8146;RAMAN B.;DENIS E.;BENJAMIN S.;;;;;;;;;;;
8147;REY S.;MARILLEAU N.;BANOS A.;;;;;;;;;;;
8148;RHEIN C.;;;;;;;;;;;;;
8149;RHEIN C.;CASTELLAN M.;;;;;;;;;;;;
8150;RIVIERE D.;;;;;;;;;;;;;
8151;RIVIERE D.;;;;;;;;;;;;;
8152;RIVIERE D.;;;;;;;;;;;;;
8153;ROBIC M.-C.;;;;;;;;;;;;;
8154;ROBIC M.-C.;;;;;;;;;;;;;
8155;ROBIC M.-C.;ROSEMBERG M.;;;;;;;;;;;;
8156;ROBIC M.-C.;;;;;;;;;;;;;
8157;REUILLON R.;LECLAIRE M.;PASSERAT-PALMBACH J.;;;;;;;;;;;
8158;ROSEMBERG M.;;;;;;;;;;;;;
8159;ROSEMBERG M.;;;;;;;;;;;;;
8160;ROSEMBERG M.;;;;;;;;;;;;;
8161;ROSEMBERG M.;;;;;;;;;;;;;
8162;ROSEMBERG M.;;;;;;;;;;;;;
8163;ROSEMBERG M.;;;;;;;;;;;;;
8164;SANDERS L.;;;;;;;;;;;;;
8165;SANTAMARIA F.;TORRE A.;DESJARDINS X.;KIRA TH.;MELOT R.;PHAM H.;DOUAY N.;DRODZ M.;REY S.;FOULQUIER E.;;;;
8166;SANTAMARIA F.;;;;;;;;;;;;;
8167;SANTAMARIA F.;;;;;;;;;;;;;
8168;SANTAMARIA F.;FARINOS DASI J.;;;;;;;;;;;;
8169;SCHMOLL C.;;;;;;;;;;;;;
8170;SCHMOLL C.;;;;;;;;;;;;;
8171;SCHMOLL C.;BEAUCHEMIN C.;;;;;;;;;;;;
8172;SCHMOLL C.;BEAUCHEMIN C.;;;;;;;;;;;;
8173;SCHMOLL C.;DUBUCS H.;PFIRSCH T.;RECCHI E.;;;;;;;;;;
8174;SCHMOLL C.;MORANGE M.;;;;;;;;;;;;
8175;SHARECK M.;DATTA GD.;VALLEE J.;FROHLICH K.;;;;;;;;;;
8176;SIMON D.;;;;;;;;;;;;;
8177;TAILLANDIER P.;BANOS A.;DROGOUL A.;GAUDOU B.;MARILLEAU N.;TRUONG Q.;;;;;;;;
8178;TELLE O.;PAUL R.;;;;;;;;;;;;
8179;TELLE O.;MISLIN R.;DAUDE. E;VAGUET A.;PAUL R.;;;;;;;;;
8180;TELLE O.;VAGUET A.;DAUDE. E;NAGPAL BN.;YADAV NK.;PAUL R.;;;;;;;;
8181;TROUDE A.;;;;;;;;;;;;;
8182;TROUDE A.;;;;;;;;;;;;;
8183;TROUDE A.;;;;;;;;;;;;;
8184;TROUDE A.;;;;;;;;;;;;;
8185;TROUDE A.;;;;;;;;;;;;;
8186;TROUDE A.;;;;;;;;;;;;;
8187;VACCHIANI-MARCUZZO C.;;;;;;;;;;;;;
8188;VACCHIANI-MARCUZZO C.;;;;;;;;;;;;;
8189;VACCHIANI-MARCUZZO C.;;;;;;;;;;;;;
8190;VALLEE J.;;;;;;;;;;;;;
8191;VALLEE J.;FROHLICH K.;CHAIX B.;LE ROUX G.;;;;;;;;;;
8192;VALLEE J.;LE ROUX G.;CHAUVIN P.;;;;;;;;;;;
8193;VANOLO A.;CATTAN N.;;;;;;;;;;;;
8194;VERDIER N.;;;;;;;;;;;;;
8195;VERDIER N.;;;;;;;;;;;;;
8196;VERDIER N.;;;;;;;;;;;;;
8197;VERDIER N.;;;;;;;;;;;;;
8198;VERDIER N.;;;;;;;;;;;;;
8199;VERDIER N.;;;;;;;;;;;;;
8200;VERDIER N.;;;;;;;;;;;;;
8201;VERHAEGHE L.;;;;;;;;;;;;;
8202;YSEBAERT R.;GUEROIS M.;;;;;;;;;;;;
8203;ZANIN C.;;;;;;;;;;;;;
8204;ZDANOWSKA N.;;;;;;;;;;;;;
8205;BANOS A.;REY S.;;;;;;;;;;;;
8206;BANOS A.;;;;;;;;;;;;;
8207;BANOS A.;COMMENGES H.;PUMAIN D.;;;;;;;;;;;
8208;BERROIR S.;CATTAN N.;DOBRUSZKES F.;GUEROIS M.;PAULUS F.;VACCHIANI-MARCUZZO C.;;;;;;;;
8209;BESSE J.-M.;;;;;;;;;;;;;
8210;BESSE J.-M.;;;;;;;;;;;;;
8211;BESSE J.-M.;;;;;;;;;;;;;
8212;BESSE J.-M.;TIBERGHIEN G.;;;;;;;;;;;;
8213;BESSE J.-M.;TIBERGHIEN G.;;;;;;;;;;;;
8214;BRES A.;;;;;;;;;;;;;
8215;BRES A.;BEAUCIRE F.;MARIOLLE B.;;;;;;;;;;;
8216;BRES A.;BEAUCIRE F.;MARIOLLE B.;;;;;;;;;;;
8217;BRES A.;DELAVILLE D.;;;;;;;;;;;;
8218;BRES A.;DELAVILLE D.;;;;;;;;;;;;
8219;BRES A.;DELAVILLE D.;;;;;;;;;;;;
8220;BRETAGNOLLE A.;FRANC A.;;;;;;;;;;;;
8221;CURA R.;;;;;;;;;;;;;
8222;DENIS E.;AHMED Z.;;;;;;;;;;;;
8223;DENIS E.;ZERAH M. H.;;;;;;;;;;;;
8224;DEPREST F.;;;;;;;;;;;;;
8225;DEPREST F.;;;;;;;;;;;;;
8226;DEPREST F.;BOUDJELAL B.;;;;;;;;;;;;
8227;DUPUY G.;;;;;;;;;;;;;
8228;DUPUY G.;;;;;;;;;;;;;
8229;FLEURY A.;;;;;;;;;;;;;
8230;GIRAUD T.;GRASLAND C.;GUEROIS M.;MADELIN M.;SEVERO M.;;;;;;;;;
8231;GRASLAND C.;BARON M.;BENNASR A.;BRENNETOT A.;DE RUFFRAY S.;ZANIN C.;;;;;;;;
8232;HIRSCHHAUSEN B. von;;;;;;;;;;;;;
8233;LE GOIX R.;;;;;;;;;;;;;
8234;PALSKY G.;;;;;;;;;;;;;
8235;PALSKY G.;;;;;;;;;;;;;
8236;PEREZ P.;BANOS A.;PETTIT C.;;;;;;;;;;;
8237;PUMAIN D.;;;;;;;;;;;;;
8238;PUMAIN D.;;;;;;;;;;;;;
8239;PUMAIN D.;REUILLON R.;;;;;;;;;;;;
8240;SWERTS E.;DENIS E.;;;;;;;;;;;;
8241;ZERAH M. H.;DENIS E.;;;;;;;;;;;;
8242;PUMAIN D.;;;;;;;;;;;;;
8245;LE BIGOT B.;;;;;;;;;;;;;
8244;BRAVARD J.-P.;LESPEZ L.;FOURAULT-CAUET V.;QUEVA C.;;;;;;;;;;
